4	75.0
5	74.0
6	71.0
7	74.0
8	74.0
9	74.0
10	74.0
11	74.0
12	73.0
13	74.0
14	74.0
15	74.0
16	74.0
17	74.0
18	74.0
19	74.0
20	74.0
21	74.0
22	74.0
23	73.0
24	73.0
25	73.0
26	73.0
27	73.0
28	74.0
29	74.0
30	74.0
31	74.0
32	74.0
33	75.0
34	74.0
35	73.0
36	73.0
37	72.0
38	74.0
39	74.0
40	74.0
41	75.0
42	74.0
43	74.0
44	74.0
45	74.0
46	73.0
47	74.0
48	74.0
49	74.0
50	74.0
51	74.0
52	74.0
53	75.0
54	75.0
55	75.0
56	77.0
57	78.0
58	78.0
59	77.0
60	78.0
61	80.0
62	68.0
63	70.0
64	67.0
65	68.0
66	69.0
67	69.0
68	67.0
69	69.0
70	75.0
71	76.0
72	76.0
73	77.0
74	79.0
75	80.0
76	83.0
77	85.0
78	85.0
79	84.0
80	86.0
81	84.0
82	85.0
83	86.0
84	86.0
85	85.0
86	84.0
87	85.0
88	85.0
89	83.0
90	82.0
91	83.0
92	83.0
93	82.0
94	82.0
95	82.0
96	84.0
97	84.0
98	83.0
99	82.0
100	82.0
101	82.0
102	81.0
