4	77.0
5	79.0
6	75.0
7	77.0
8	78.0
9	78.0
10	78.0
11	80.0
12	77.0
13	75.0
14	77.0
15	77.0
16	76.0
17	76.0
18	76.0
19	76.0
20	77.0
21	76.0
22	77.0
23	77.0
24	77.0
25	77.0
26	76.0
27	77.0
28	77.0
29	77.0
30	77.0
31	77.0
32	77.0
33	77.0
34	77.0
35	77.0
36	78.0
37	78.0
38	77.0
39	77.0
40	77.0
41	77.0
42	77.0
43	76.0
44	76.0
45	76.0
46	78.0
47	78.0
48	76.0
49	76.0
50	76.0
51	76.0
52	75.0
53	75.0
54	77.0
55	79.0
56	76.0
57	74.0
58	74.0
59	72.0
60	77.0
61	77.0
62	78.0
63	79.0
64	76.0
65	77.0
66	79.0
67	79.0
68	78.0
69	78.0
70	79.0
71	78.0
72	79.0
73	79.0
74	76.0
75	75.0
76	77.0
77	77.0
78	76.0
79	75.0
80	74.0
81	74.0
82	75.0
83	72.0
84	69.0
85	69.0
86	75.0
87	76.0
88	70.0
89	68.0
90	74.0
91	77.0
92	75.0
93	74.0
94	74.0
95	74.0
96	72.0
97	71.0
98	75.0
99	75.0
100	74.0
101	75.0
102	75.0
