4	0.5	0.01359	0.0	0.0
5	-0.6	0.00681	0.0	0.0
6	-0.1	-0.0031	0.0	0.0
7	0.3	-0.00247	0.0	0.0
8	0.4	-0.00913	0.0	0.0
9	0.1	0.00096	0.0	0.0
10	-1.2	0.00808	0.0	0.0
11	-1.2	0.0	0.0	0.0
12	0.8	-0.01235	0.0	0.0
13	1.4	-0.00371	0.0	0.0
14	1.0	0.00248	0.0	0.0
15	0.4	0.00371	0.0	0.0
16	0.4	0.0	0.0	0.0
17	0.7	-0.00185	0.0	0.0
18	0.5	0.03849	0.0	0.0
19	0.6	-0.00031	0.0	0.0
20	0.8	-0.00124	0.0	0.0
21	0.4	0.00247	0.0	0.0
22	0.5	-0.00062	0.0	0.0
23	0.6	-0.00062	0.0	0.0
24	0.3	0.00185	0.0	0.0
25	0.5	-0.00123	0.0	0.0
26	1.6	-0.00678	0.0	0.0
27	1.9	-0.00187	0.0	0.0
28	1.1	0.06063	0.0	0.0
29	1.6	-0.00161	0.0	0.0
30	1.3	0.00186	0.0	0.0
31	0.6	0.00433	0.0	0.0
32	1.4	-0.00494	0.0	0.0
33	1.9	-0.00311	0.0	0.0
34	0.8	0.0068	0.0	0.0
35	0.4	0.00246	0.0	0.0
36	-0.3	0.00436	0.0	0.0
37	-0.9	0.0037	0.0	0.0
38	-0.0	-0.07284	0.0	0.0
39	0.6	-0.00192	0.0	0.0
40	0.2	0.00249	0.0	0.0
41	-0.9	0.00679	0.0	0.0
42	1.1	-0.01235	0.0	0.0
43	3.2	-0.01304	0.0	0.0
44	2.6	0.0037	0.0	0.0
45	2.3	0.00185	0.0	0.0
46	1.6	0.00434	0.0	0.0
47	1.3	0.00185	0.0	0.0
48	0.5	0.08944	0.0	0.0
49	-0.5	0.00317	0.00064	-0.00204
50	1.2	-0.01056	0.00243	-0.0111
51	1.1	0.00062	0.0033	-0.0054
52	-2.2	0.02035	0.00404	-0.00455
53	-3.5	0.00808	0.00493	-0.00549
54	-2.8	-0.00432	0.00418	0.00462
55	-3.1	0.00185	0.00533	-0.00713
56	-3.2	0.00062	0.00527	0.00036
57	-2.7	-0.00309	0.00567	-0.00246
58	-3.7	0.11742	0.00586	-0.02167
59	-4.3	0.0019	0.00509	0.00243
60	10.2	-0.09006	0.00418	0.00567
61	9.5	0.00431	0.0037	0.00293
62	10.0	-0.00309	0.0035	0.00126
63	10.2	-0.00124	0.00343	0.00042
64	10.4	-0.00124	0.00282	0.00378
65	10.7	-0.00185	0.00251	0.00192
66	11.7	-0.00621	0.00151	0.00622
67	11.6	0.00062	0.00187	-0.00228
68	8.2	0.5518	0.00666	-0.77723
69	5.7	0.00789	0.00945	-0.0088
70	4.2	0.00926	0.01229	-0.01752
71	2.3	0.01173	0.01339	-0.00678
72	1.9	0.00247	0.01547	-0.01289
73	0.5	0.0087	0.01651	-0.00646
74	-1.6	0.01295	0.0182	-0.01042
75	-3.0	0.00865	0.01853	-0.00204
76	-4.0	0.00622	0.01878	-0.00151
77	-5.1	0.00678	0.01835	0.00263
78	-7.9	0.219	0.0172	0.08965
79	-8.8	0.0029	0.014	0.01034
80	-6.6	-0.01355	0.01225	0.01077
81	-6.3	-0.00186	0.00958	0.01654
82	-7.9	0.00986	0.0088	0.00479
83	-8.7	0.00498	0.00809	0.00441
84	-8.8	0.00062	0.00775	0.0021
85	-8.1	-0.00431	0.00707	0.00419
86	-8.2	0.00062	0.00673	0.00212
87	-8.4	0.00123	0.00643	0.00186
88	-10.1	0.15091	0.00572	0.06295
89	-11.6	0.00481	0.00521	0.00165
90	-10.5	-0.0068	0.00474	0.00288
91	-10.1	-0.00247	0.00451	0.00144
92	-7.6	-0.01543	0.00404	0.00288
93	-6.5	-0.00683	0.00382	0.00139
94	-7.3	0.00493	0.00339	0.00263
95	-6.3	-0.00617	0.00322	0.00108
96	-8.7	0.01485	0.00289	0.00204
97	-10.2	0.00931	0.00273	0.00096
98	-9.7	-0.08981	0.00246	0.04886
99	-10.5	0.00252	0.00221	0.00076
100	-9.0	-0.00926	0.00199	0.00138
101	-7.7	-0.00802	0.00189	0.0006
102	-8.3	0.0037	0.00168	0.00132
103	-8.9	0.00373	0.00163	0.0003
