4	79.0
5	77.0
6	74.0
7	75.0
8	75.0
9	78.0
10	80.0
11	77.0
12	76.0
13	78.0
14	78.0
15	79.0
16	79.0
17	76.0
18	74.0
19	76.0
20	77.0
21	75.0
22	75.0
23	76.0
24	77.0
25	77.0
26	76.0
27	77.0
28	77.0
29	75.0
30	74.0
31	76.0
32	77.0
33	76.0
34	77.0
35	76.0
36	76.0
37	76.0
38	76.0
39	77.0
40	77.0
41	75.0
42	75.0
43	76.0
44	77.0
45	75.0
46	74.0
47	75.0
48	75.0
49	76.0
50	77.0
51	76.0
52	76.0
53	76.0
54	76.0
55	76.0
56	76.0
57	77.0
58	76.0
59	76.0
60	77.0
61	76.0
62	77.0
63	76.0
64	75.0
65	76.0
66	77.0
67	76.0
68	76.0
69	76.0
70	76.0
71	77.0
72	77.0
73	77.0
74	76.0
75	77.0
76	77.0
77	76.0
78	75.0
79	76.0
80	76.0
81	76.0
82	76.0
83	77.0
84	77.0
85	77.0
86	77.0
87	77.0
88	77.0
89	76.0
90	76.0
91	77.0
92	78.0
93	77.0
94	76.0
95	76.0
96	76.0
97	76.0
98	74.0
99	75.0
100	76.0
101	77.0
102	78.0
