4	77.0
5	76.0
6	74.0
7	76.0
8	73.0
9	73.0
10	74.0
11	76.0
12	75.0
13	75.0
14	75.0
15	76.0
16	77.0
17	76.0
18	75.0
19	75.0
20	76.0
21	76.0
22	75.0
23	74.0
24	74.0
25	75.0
26	76.0
27	75.0
28	76.0
29	77.0
30	76.0
31	76.0
32	76.0
33	75.0
34	74.0
35	75.0
36	75.0
37	75.0
38	75.0
39	75.0
40	76.0
41	77.0
42	76.0
43	76.0
44	75.0
45	75.0
46	76.0
47	73.0
48	72.0
49	74.0
50	76.0
51	77.0
52	76.0
53	75.0
54	75.0
55	79.0
56	80.0
57	80.0
58	81.0
59	81.0
60	81.0
61	83.0
62	84.0
63	65.0
64	62.0
65	64.0
66	82.0
67	81.0
68	80.0
69	82.0
70	85.0
71	83.0
72	86.0
73	86.0
74	83.0
75	85.0
76	84.0
77	82.0
78	81.0
79	80.0
80	81.0
81	80.0
82	79.0
83	79.0
84	78.0
85	73.0
86	73.0
87	73.0
88	70.0
89	71.0
90	71.0
91	68.0
92	66.0
93	70.0
94	72.0
95	71.0
96	72.0
97	73.0
98	73.0
99	73.0
100	73.0
101	75.0
102	76.0
