0.5,0.00013,-0.3,0,1.1,-2e-05,1.1,8e-05,-1.8,0,14.8,0.00027,0.5,0,-0.9,8e-05,0.3,3e-05,2.4,0.0004
1.2,0.00017,-0.6,0,0.6,-3e-05,1.7,0.00013,-2.3,0,15.8,0.00036,-0.6,0,-0.4,0.0001,0.6,4e-05,2.2,0.00056
-0.4,0.00021,-0.5,0,0.7,-3e-05,1.6,0.00014,0.6,0,16,0.0004,-0.1,0,0.3,0.00011,0.5,5e-05,-0,0.00063
-0.6,0.00025,-0.3,0,0.8,-4e-05,1.5,0.00017,1.5,0,16.1,0.00048,0.3,0,0.8,0.00013,0.3,6e-05,-0.5,0.00077
-0.1,0.00027,-1.7,0,0.8,-4e-05,0.3,0.00017,1.7,0,16,0.00051,0.4,0,-0.9,0.00014,0.3,6e-05,0.1,0.00084
-0.4,0.0003,-2.3,0,1.3,-5e-05,-0,0.00019,2,0,16.3,0.00056,0.1,0,-1.8,0.00016,0.5,7e-05,-0.5,0.00094
-0.4,0.00032,-0.2,0,1.6,-5e-05,-0.7,0.0002,1.7,0,18.1,0.00059,-1.2,0,0.9,0.00016,-0.1,8e-05,1.1,0.001
-0.5,0.00034,0.6,0,1.3,-5e-05,-1,0.00022,1.6,0,16.8,0.00065,-1.2,0,2.2,0.00017,-0.4,8e-05,2.2,0.00114
-1.5,0.00036,0.3,0,1.2,-6e-05,1,0.00023,0.7,0,14.3,0.00029,0.8,0,0.4,0.00018,0.4,9e-05,0.9,0.00118
-2.2,0.00037,0.3,0,1.4,-6e-05,1.1,0.00024,0.6,0,14.9,0.00069,1.4,0,-0.5,0.00019,0.6,9e-05,0.9,0.00032
-1.3,0.00039,0.2,0,1,-6e-05,-0.5,0.00025,0.8,0,15.7,0.00075,1,0,-0.4,0.0002,0.4,0.0001,0.4,0.00129
-0.7,0.0004,0.3,0,0.7,-6e-05,-0.5,0.00026,0.3,0,15.1,0.00077,0.4,0,-0.1,0.0002,0.1,0.0001,-1.1,0.00132
-0.9,0.00043,0.4,0,1,-7e-05,-0.6,0.00028,0.2,0,14.8,0.0008,0.4,0,0.5,0.00021,-0.2,0.0001,0.7,0.00138
-0.8,0.00043,0.5,0,1.1,-7e-05,-0.8,0.00028,0.1,0,15.6,0.00082,0.7,0,0.1,0.00021,-0.2,0.00011,2.7,0.00141
-0.3,0.00045,0.4,0,0.9,-7e-05,-0.5,0.00029,-0.1,0,16.6,0.00085,0.5,0,-0.5,0.00022,0.1,0.00011,2.5,0.00146
-0.6,0.00046,0.3,0,0.7,-7e-05,-0.2,0.00029,0.4,0,17.2,0.00085,0.6,0,-0.2,0.00022,0.5,0.00011,1.9,0.00148
-0.9,0.00047,0.5,0,1.2,-7e-05,0.2,0.0003,0.6,0,16.3,0.00087,0.8,0,-0.4,0.00023,1.1,0.00012,-0.2,0.00152
-0.6,0.00047,0.4,0,1.6,-8e-05,-0.7,0.00031,0.8,0,15.5,0.00088,0.4,0,-0.6,0.00023,0.8,0.00012,-1,0.00155
-1.7,0.00048,-0.1,0,2.3,-8e-05,-0.5,0.00031,1.6,0,16.1,0.0009,0.5,0,-0.3,0.00024,-0,0.00012,1.2,0.00159
-2,0.00049,-0.5,0,2.3,-8e-05,0.9,0.00032,1.8,0,17.2,0.00091,0.6,0,-0,0.00024,-1.5,0.00012,1.7,0.0016
0.1,0.0005,-0.1,0,2.1,-8e-05,-1.2,0.00032,0.7,0,16.9,0.00093,0.3,0,-0.5,0.00025,-2.2,0.00012,0.2,0.00163
0.6,0.0005,0.3,0,2.4,-8e-05,-2.6,0.00033,-0.1,0,15.8,0.00094,0.5,0,-1.1,0.00025,-1.3,0.00012,-0,0.00164
-0.2,0.00051,1.3,0,1.4,-8e-05,-0.2,0.00033,0.3,0,15.4,0.00095,1.6,0,-0.2,0.00025,-0.8,0.00013,0.1,0.00165
-0.7,0.00051,2.2,0,0.5,-8e-05,-0,0.00033,0.6,0,14.9,0.00096,1.9,0,0.2,0.00025,-1.6,0.00013,-0.6,0.00168
-1.1,0.00051,0.3,0,0.6,-8e-05,0.1,0.00033,0.4,0,15.3,0.00096,1.1,0,-0.3,0.00025,-2.2,0.00013,1,0.00169
-0.9,0.00051,-1.2,0,1.3,-8e-05,1.1,0.00034,-0.1,0,16.1,0.00097,1.6,0,0.1,0.00026,0.1,0.00013,2.2,0.0017
-0.9,0.00051,-0.8,0,1.1,-8e-05,-0.8,0.00034,-0.4,0,15.9,0.00098,1.3,0,-0.5,0.00026,1,0.00013,1,0.00171
-1.1,0.00052,0.1,0,0.2,-8e-05,-1.9,0.00034,-0,0,16.3,0.00099,0.6,0,-1.4,0.00026,-1.8,0.00013,1,0.00173
-0.8,0.00052,0.3,0,1.3,-8e-05,-0,0.00034,1.2,0,16.1,0.00099,1.4,0,0.3,0.00026,-2.7,0.00013,1.5,0.00174
-1,0.00052,-0.1,0,1.9,-8e-05,1,0.00035,1.4,0,14.6,0.001,1.9,0,1.1,0.00026,-1.2,0.00013,1,0.00175
-0.5,0.00052,0.4,0,2.4,-9e-05,0.2,0.00035,1,0,14.7,0.001,0.8,0,0.9,0.00026,-0.6,0.00013,0.5,0.00176
-0.4,0.00053,0.6,0,3.1,-9e-05,-0.3,0.00035,0.8,0,16,0.00101,0.4,0,0.6,0.00027,-0,0.00013,0.9,0.00177
-0.8,0.00053,0.4,0,1.4,-9e-05,-0.2,0.00035,0.4,0,16,0.00101,-0.3,0,-0.1,0.00027,0.2,0.00013,1.7,0.00177
-0.5,0.00053,0.4,0,0.8,-9e-05,0.3,0.00035,0.3,0,16.9,0.00102,-0.9,0,0.3,0.00027,-1.5,0.00013,1.6,0.00178
-0.1,0.00053,0.2,0,1.1,-9e-05,-0.2,0.00035,0.4,0,17.6,0.00102,-0,0,0.1,0.00027,-2.1,0.00013,0.3,0.00178
-0.1,0.00053,-0.2,0,0.5,-9e-05,-1.1,0.00035,0.2,0,16.1,0.00102,0.6,0,-0.7,0.00027,-0.3,0.00013,0.2,0.00179
-0.4,0.00054,-0.2,0,0.5,-9e-05,-0.7,0.00035,-0.1,0,15.6,0.00102,0.2,0,0.7,0.00027,0.6,0.00013,1.7,0.00179
-0.2,0.00054,-0.1,0,0.8,-9e-05,0.5,0.00036,-0,0,16,0.00102,-0.9,0,2.1,0.00027,0.3,0.00014,2.1,0.0018
1.1,9e-05,-0.4,0,0.8,-9e-05,0.5,0.00036,1.1,0,15.6,0.00103,1.1,0,-0.2,0.00027,-0,0.00014,-0,0.00181
1,-0.00011,-0.3,0,0.8,-9e-05,-0.5,0.00036,1.4,0,15.5,0.00103,3.2,0,-1.8,0.00027,-1,0.00014,-0.4,0.00181
-0,0.00019,-0.4,0,1.6,-9e-05,-0.5,0.00036,0.7,0,16,0.00103,2.6,0,-0.2,0.00027,-1.4,0.00014,2.1,0.00181
-0.2,0.0002,-0.7,0,1.3,-9e-05,0.3,0.00065,0.3,0,16.9,0.00103,2.3,0,0.5,0.00027,-1.4,0.00014,2.5,0.00181
-0.2,7e-05,-0.5,0,0.6,-9e-05,0.2,0.00109,-0.1,0,16.9,0.00104,1.6,0,1.1,0.00044,-1.3,0.00014,1.5,0.00182
-0.4,2e-05,-0.2,0,1,-9e-05,-0.6,0.00145,0.1,-1e-05,16,0.0008,1.3,0,0.8,0.00089,-0.5,0.00014,1,0.00182
-0.9,0.00041,-1,-0.00013,1.3,6e-05,0.7,0.00188,0.4,0.00074,15.3,0.0038,0.5,0,-0.6,0.00171,0.5,0.00051,0.5,0.00217
