4	-1.7	-0.0014	0.0	0.0
5	-1.3	-0.00246	-1e-05	6e-05
6	-2.4	0.00681	-1e-05	0.0
7	-2.3	-0.00062	-1e-05	0.0
8	-2.1	-0.00124	-1e-05	0.0
9	-2.6	0.00308	-1e-05	0.0
10	-2.3	-0.00185	-1e-05	0.0
11	-2.2	-0.00058	-2e-05	6e-05
12	-2.0	-0.00124	-2e-05	0.0
13	-2.0	0.0	-2e-05	0.0
14	-2.0	0.0	-2e-05	0.0
15	-2.0	0.0	-2e-05	0.0
16	-3.1	0.16027	-2e-05	0.0
17	-2.6	-0.00158	-2e-05	0.0
18	-2.1	-0.0031	-2e-05	0.0
19	-2.0	-0.00062	-2e-05	0.0
20	-1.9	-0.00062	-2e-05	0.0
21	-2.2	0.00186	-2e-05	0.0
22	-3.4	0.00742	-2e-05	0.0
23	-3.9	0.00308	-2e-05	0.0
24	-3.0	-0.0056	-2e-05	0.0
25	-2.0	-0.00615	-2e-05	0.0
26	-2.4	0.06524	-2e-05	0.0
27	-3.4	0.00316	-2e-05	0.0
28	-2.3	-0.00679	-2e-05	0.0
29	-1.3	-0.00616	-2e-05	0.0
30	-2.4	0.0068	-2e-05	0.0
31	-3.1	0.00435	-2e-05	0.0
32	-1.9	-0.00741	-3e-05	6e-05
33	-0.4	-0.0092	-3e-05	0.0
34	-1.1	0.00437	-3e-05	0.0
35	-1.7	0.0037	-3e-05	0.0
36	-1.4	-0.0483	-3e-05	0.0
37	-2.4	0.00316	-3e-05	0.0
38	-2.8	0.00247	-3e-05	0.0
39	-1.9	-0.00555	-3e-05	0.0
40	-2.0	0.00062	-3e-05	0.0
41	-2.7	0.00435	-3e-05	0.0
42	-2.2	-0.00308	-3e-05	0.0
43	-1.4	-0.00495	-3e-05	0.0
44	-2.0	0.00372	-3e-05	0.0
45	-1.9	-0.00062	-5e-05	0.00012
46	-1.9	0.0	0.00053	-0.04748
47	-2.9	0.00321	0.00086	-0.00106
48	-2.9	0.0	0.00085	6e-05
49	-1.8	-0.00678	0.00075	0.00066
50	0.5	-0.01418	0.00056	0.00114
51	1.6	-0.00684	0.00026	0.00187
52	0.3	0.00802	-6e-05	0.00198
53	-0.8	0.0068	-0.00016	0.0006
54	-0.0	-0.00496	-0.00018	0.00018
55	1.1	-0.0068	-0.00039	0.00126
56	-0.1	0.11811	-0.00043	0.00382
57	-0.2	0.00032	0.00131	-0.00556
58	2.8	-0.01849	0.0022	-0.00545
59	3.0	-0.00123	0.00337	-0.00725
60	1.5	0.00928	0.00373	-0.00222
61	1.2	0.00186	0.0043	-0.00355
62	0.5	0.00433	0.0047	-0.00247
63	0.7	-0.00123	0.00509	-0.00239
64	1.9	-0.00747	0.00556	-0.0029
65	1.7	0.00123	0.00585	-0.00179
66	1.2	0.05044	0.00647	-0.06271
67	2.1	-0.00288	0.00675	-0.0009
68	2.4	-0.00185	0.0067	0.0003
69	1.5	0.00556	0.0065	0.00126
70	2.3	-0.00494	0.00565	0.00522
71	3.8	-0.0093	0.00517	0.00301
72	1.9	0.01173	0.004	0.00719
73	0.7	0.00743	0.0035	0.00313
74	0.7	0.0	0.00213	0.0085
75	-0.5	0.0074	0.0014	0.00449
76	-0.1	-0.06106	0.00064	0.11566
77	-0.1	0.0	-0.00123	0.00592
78	-1.0	0.00557	-0.00118	-0.00036
79	-0.8	-0.00124	-0.00107	-0.00066
80	-1.9	0.00679	-0.00114	0.00042
81	-2.3	0.00248	-0.00139	0.00157
82	-1.4	-0.00554	-0.00149	0.0006
83	-1.0	-0.00246	-0.00154	0.00036
84	-2.2	0.0075	-0.00168	0.00085
85	-4.5	0.01418	-0.00208	0.00246
86	-3.2	-0.11627	-0.00236	0.0252
87	-3.1	-0.00032	-0.00307	0.00228
88	-4.9	0.01111	-0.00344	0.00228
89	-3.9	-0.00615	-0.00381	0.00227
90	-2.4	-0.00929	-0.00451	0.00433
91	-3.0	0.00373	-0.00477	0.00163
92	-3.9	0.00554	-0.00533	0.00347
93	-4.0	0.00058	-0.00586	0.00304
94	-3.9	-0.00067	-0.00659	0.00486
95	-3.9	0.0	-0.00699	0.00252
96	-3.2	-0.00431	-0.00751	0.00317
97	-3.5	0.02567	-0.00757	0.00499
98	-6.1	0.00836	-0.00705	-0.00166
99	-8.3	0.01365	-0.00692	-0.00084
100	-5.3	-0.01854	-0.0069	-0.00012
101	-5.3	0.0	-0.00723	0.00203
102	-4.8	-0.00309	-0.00766	0.0027
103	-4.8	0.0	-0.00879	0.007
