4	77.0
5	80.0
6	75.0
7	78.0
8	77.0
9	78.0
10	76.0
11	75.0
12	75.0
13	78.0
14	75.0
15	77.0
16	77.0
17	76.0
18	77.0
19	79.0
20	79.0
21	77.0
22	76.0
23	77.0
24	77.0
25	77.0
26	77.0
27	77.0
28	77.0
29	77.0
30	77.0
31	77.0
32	77.0
33	77.0
34	77.0
35	78.0
36	77.0
37	78.0
38	79.0
39	79.0
40	79.0
41	76.0
42	74.0
43	79.0
44	80.0
45	79.0
46	79.0
47	78.0
48	77.0
49	77.0
50	77.0
51	76.0
52	77.0
53	77.0
54	76.0
55	77.0
56	78.0
57	76.0
58	75.0
59	75.0
60	75.0
61	78.0
62	80.0
63	76.0
64	76.0
65	76.0
66	75.0
67	77.0
68	76.0
69	74.0
70	73.0
71	78.0
72	80.0
73	76.0
74	75.0
75	75.0
76	75.0
77	76.0
78	74.0
79	75.0
80	76.0
81	75.0
82	76.0
83	74.0
84	74.0
85	71.0
86	71.0
87	72.0
88	71.0
89	71.0
90	69.0
91	71.0
92	73.0
93	74.0
94	76.0
95	75.0
96	76.0
97	76.0
98	76.0
99	79.0
100	82.0
101	80.0
102	79.0
