4	76.0
5	76.0
6	74.0
7	76.0
8	78.0
9	78.0
10	77.0
11	76.0
12	77.0
13	77.0
14	76.0
15	76.0
16	77.0
17	76.0
18	75.0
19	76.0
20	78.0
21	79.0
22	79.0
23	77.0
24	75.0
25	77.0
26	78.0
27	77.0
28	77.0
29	77.0
30	77.0
31	78.0
32	77.0
33	75.0
34	76.0
35	76.0
36	75.0
37	76.0
38	76.0
39	78.0
40	79.0
41	77.0
42	77.0
43	77.0
44	77.0
45	77.0
46	78.0
47	77.0
48	76.0
49	78.0
50	79.0
51	75.0
52	75.0
53	75.0
54	75.0
55	75.0
56	75.0
57	75.0
58	75.0
59	74.0
60	74.0
61	75.0
62	76.0
63	61.0
64	61.0
65	59.0
66	61.0
67	60.0
68	62.0
69	63.0
70	66.0
71	68.0
72	69.0
73	71.0
74	74.0
75	75.0
76	76.0
77	75.0
78	75.0
79	80.0
80	82.0
81	81.0
82	82.0
83	82.0
84	81.0
85	82.0
86	83.0
87	84.0
88	86.0
89	85.0
90	86.0
91	82.0
92	81.0
93	84.0
94	85.0
95	84.0
96	83.0
97	86.0
98	88.0
99	84.0
100	81.0
101	81.0
102	83.0
