4	76.0
5	77.0
6	73.0
7	77.0
8	75.0
9	75.0
10	76.0
11	77.0
12	76.0
13	74.0
14	74.0
15	75.0
16	76.0
17	76.0
18	76.0
19	76.0
20	76.0
21	76.0
22	77.0
23	78.0
24	76.0
25	75.0
26	74.0
27	73.0
28	75.0
29	75.0
30	75.0
31	75.0
32	76.0
33	76.0
34	76.0
35	76.0
36	77.0
37	77.0
38	75.0
39	75.0
40	75.0
41	74.0
42	75.0
43	75.0
44	74.0
45	73.0
46	75.0
47	76.0
48	78.0
49	78.0
50	79.0
51	81.0
52	81.0
53	80.0
54	82.0
55	79.0
56	79.0
57	78.0
58	82.0
59	66.0
60	65.0
61	63.0
62	76.0
63	76.0
64	78.0
65	78.0
66	79.0
67	81.0
68	84.0
69	85.0
70	89.0
71	89.0
72	84.0
73	83.0
74	86.0
75	87.0
76	85.0
77	82.0
78	77.0
79	77.0
80	77.0
81	75.0
82	74.0
83	73.0
84	67.0
85	64.0
86	67.0
87	68.0
88	71.0
89	72.0
90	72.0
91	72.0
92	69.0
93	68.0
94	71.0
95	72.0
96	71.0
97	70.0
98	72.0
99	74.0
100	71.0
101	69.0
102	71.0
