4	72.0
5	74.0
6	74.0
7	78.0
8	74.0
9	74.0
10	73.0
11	73.0
12	73.0
13	73.0
14	74.0
15	74.0
16	74.0
17	75.0
18	75.0
19	75.0
20	75.0
21	75.0
22	74.0
23	74.0
24	73.0
25	73.0
26	74.0
27	75.0
28	75.0
29	74.0
30	75.0
31	75.0
32	75.0
33	75.0
34	74.0
35	74.0
36	74.0
37	74.0
38	75.0
39	75.0
40	75.0
41	75.0
42	75.0
43	75.0
44	74.0
45	74.0
46	74.0
47	75.0
48	75.0
49	75.0
50	75.0
51	75.0
52	75.0
53	74.0
54	77.0
55	77.0
56	77.0
57	78.0
58	80.0
59	81.0
60	80.0
61	81.0
62	64.0
63	63.0
64	65.0
65	68.0
66	65.0
67	64.0
68	66.0
69	66.0
70	68.0
71	71.0
72	72.0
73	73.0
74	77.0
75	78.0
76	83.0
77	86.0
78	88.0
79	90.0
80	87.0
81	86.0
82	86.0
83	84.0
84	85.0
85	85.0
86	84.0
87	82.0
88	86.0
89	87.0
90	85.0
91	84.0
92	84.0
93	85.0
94	87.0
95	87.0
96	85.0
97	85.0
98	84.0
99	84.0
100	86.0
101	85.0
102	84.0
