4	75.0
5	75.0
6	75.0
7	75.0
8	73.0
9	73.0
10	73.0
11	75.0
12	76.0
13	75.0
14	75.0
15	75.0
16	75.0
17	74.0
18	73.0
19	74.0
20	77.0
21	75.0
22	75.0
23	73.0
24	74.0
25	75.0
26	75.0
27	75.0
28	74.0
29	74.0
30	74.0
31	74.0
32	74.0
33	75.0
34	75.0
35	74.0
36	74.0
37	75.0
38	74.0
39	74.0
40	75.0
41	75.0
42	76.0
43	74.0
44	73.0
45	74.0
46	74.0
47	74.0
48	75.0
49	75.0
50	75.0
51	75.0
52	74.0
53	74.0
54	76.0
55	76.0
56	75.0
57	76.0
58	76.0
59	80.0
60	81.0
61	80.0
62	81.0
63	80.0
64	79.0
65	84.0
66	69.0
67	66.0
68	64.0
69	64.0
70	79.0
71	82.0
72	83.0
73	83.0
74	87.0
75	88.0
76	90.0
77	90.0
78	91.0
79	89.0
80	87.0
81	83.0
82	82.0
83	80.0
84	79.0
85	79.0
86	79.0
87	73.0
88	70.0
89	72.0
90	73.0
91	70.0
92	69.0
93	69.0
94	71.0
95	71.0
96	72.0
97	73.0
98	74.0
99	73.0
100	74.0
101	77.0
102	79.0
