4	0.7	-0.00068	0.0	0.0
5	0.9	-0.00124	0.0	0.0
6	0.4	0.0031	0.0	0.0
7	0.4	0.0	0.0	0.0
8	0.6	-0.00124	0.0	0.0
9	0.2	0.00248	0.0	0.0
10	0.2	0.0	0.0	0.0
11	0.4	-0.00124	8e-05	-0.00048
12	0.4	0.0	0.00017	-0.00054
13	-1.1	0.06963	5e-05	0.00541
14	-1.7	0.00199	-0.0002	0.00084
15	0.5	-0.01355	-0.00025	0.0003
16	0.7	-0.00125	-0.00037	0.00073
17	-1.1	0.01111	-0.00043	0.00036
18	-1.6	0.00309	-0.00052	0.0006
19	-0.0	-0.00992	-0.00055	0.00018
20	0.8	-0.00495	-0.00046	-0.0006
21	-0.5	0.00802	-0.00041	-0.0003
22	-1.1	0.00372	-0.00032	-0.00054
23	-0.8	-0.02356	-0.00028	-0.00305
24	-0.7	-0.00032	-0.00017	-0.00034
25	-0.2	-0.00309	-0.00015	-0.00018
26	-0.2	0.0	-9e-05	-0.00036
27	-1.1	0.00557	-6e-05	-0.00018
28	-1.0	-0.00062	-4e-05	-0.00012
29	0.7	-0.01055	1e-05	-0.0003
30	1.2	-0.00309	3e-05	-0.00012
31	0.1	0.00678	7e-05	-0.00024
32	-0.1	0.00124	9e-05	-0.00012
33	0.3	-0.05954	0.00012	-0.00434
34	0.3	0.0	0.00015	-9e-05
35	-0.8	0.0068	0.00017	-0.00012
36	-1.5	0.00435	0.00017	-6e-05
37	-0.4	-0.00679	0.00019	-0.00012
38	0.3	-0.00432	0.0002	-6e-05
39	-1.1	0.00867	0.00021	-6e-05
40	-1.5	0.00248	0.00023	-0.00012
41	-0.9	-0.00369	0.00024	-6e-05
42	-0.9	0.0	0.00025	-6e-05
43	-0.9	0.0	0.00026	-0.00108
44	-1.1	0.00064	0.00028	-6e-05
45	-0.4	-0.00432	0.00028	0.0
46	0.9	-0.00808	0.00029	-6e-05
47	0.3	0.00371	0.00029	0.0
48	-0.9	0.00741	0.0003	-6e-05
49	-0.0	-0.00559	0.0003	0.0
50	-0.2	0.00123	0.00072	-0.00257
51	-0.6	0.00247	0.00112	-0.00246
52	0.1	-0.00435	0.00143	-0.00193
53	0.1	0.0	0.0021	-0.05478
54	0.4	-0.00096	0.00262	-0.00168
55	-2.1	0.01541	0.00255	0.00048
56	-3.8	0.01053	0.00267	-0.00078
57	-1.5	-0.01427	0.00263	0.00024
58	-0.7	-0.00493	0.00252	0.00072
59	-1.4	0.00435	0.00259	-0.00048
60	-2.2	0.00493	0.00276	-0.00102
61	-2.4	0.00123	0.00305	-0.0018
62	-2.5	0.00062	0.003	0.0003
63	-2.7	0.01893	0.00256	0.04138
64	12.6	-0.04885	0.00144	0.0036
65	11.3	0.00806	0.00141	0.00018
66	10.5	0.00495	0.00125	0.00096
67	-1.9	0.07658	0.00123	0.00012
68	-0.7	-0.00738	0.00114	0.0006
69	-3.3	0.01619	0.00082	0.002
70	-4.3	0.00618	0.00035	0.00288
71	-5.6	0.00801	0.00266	-0.01425
72	-8.5	0.01805	0.00698	-0.02691
73	-8.8	0.03144	0.00872	-0.1822
74	-7.1	-0.00541	0.00857	0.00049
75	-6.3	-0.00494	0.00815	0.00258
76	-7.5	0.00744	0.0061	0.01271
77	-8.1	0.00371	0.00511	0.00613
78	-8.1	0.0	0.004	0.00683
79	-9.6	0.00931	0.00115	0.01772
80	-9.6	0.0	-0.00106	0.01364
81	-6.3	-0.02036	-0.00495	0.02403
82	-4.7	-0.00994	-0.00628	0.00827
83	-6.3	0.10904	-0.00876	0.16881
84	-5.7	-0.00194	-0.01072	0.00634
85	-4.5	-0.00741	-0.01246	0.01073
86	-4.5	0.0	-0.0133	0.00519
87	-3.1	-0.00864	-0.01391	0.00378
88	-2.4	-0.0043	-0.01366	-0.00155
89	-2.6	0.00125	-0.01338	-0.00176
90	-2.0	-0.0037	-0.01211	-0.00779
91	-1.5	-0.00308	-0.01169	-0.00263
92	-0.5	-0.0062	-0.01132	-0.00229
93	-0.3	-0.01794	-0.01078	-0.04792
94	-1.1	0.00256	-0.00861	-0.00696
95	1.0	-0.01307	-0.00785	-0.00472
96	2.3	-0.00802	-0.0069	-0.00587
97	-1.0	0.02039	-0.00656	-0.0021
98	-2.2	0.00741	-0.00531	-0.00768
99	-4.1	0.0118	-0.00623	0.00567
100	-6.0	0.0117	-0.00709	0.00532
101	-4.4	-0.0099	-0.00738	0.0018
102	-4.7	0.00186	-0.0073	-0.00048
103	-3.1	-0.2693	-0.00724	-0.01144
