4	78.0
5	78.0
6	77.0
7	77.0
8	79.0
9	79.0
10	77.0
11	76.0
12	79.0
13	80.0
14	78.0
15	76.0
16	77.0
17	78.0
18	77.0
19	76.0
20	77.0
21	77.0
22	78.0
23	77.0
24	78.0
25	77.0
26	78.0
27	78.0
28	79.0
29	78.0
30	76.0
31	77.0
32	78.0
33	77.0
34	76.0
35	79.0
36	79.0
37	77.0
38	77.0
39	78.0
40	77.0
41	76.0
42	76.0
43	76.0
44	77.0
45	77.0
46	77.0
47	77.0
48	77.0
49	76.0
50	76.0
51	76.0
52	75.0
53	76.0
54	77.0
55	77.0
56	76.0
57	77.0
58	77.0
59	76.0
60	77.0
61	77.0
62	77.0
63	77.0
64	78.0
65	77.0
66	78.0
67	63.0
68	65.0
69	63.0
70	63.0
71	65.0
72	65.0
73	62.0
74	66.0
75	68.0
76	71.0
77	70.0
78	70.0
79	73.0
80	76.0
81	79.0
82	81.0
83	78.0
84	85.0
85	86.0
86	86.0
87	87.0
88	87.0
89	86.0
90	86.0
91	87.0
92	86.0
93	86.0
94	85.0
95	85.0
96	85.0
97	85.0
98	83.0
99	82.0
100	82.0
101	84.0
102	81.0
