4	73.0
5	75.0
6	72.0
7	75.0
8	74.0
9	75.0
10	75.0
11	75.0
12	73.0
13	74.0
14	74.0
15	76.0
16	74.0
17	74.0
18	73.0
19	73.0
20	74.0
21	74.0
22	74.0
23	75.0
24	75.0
25	74.0
26	73.0
27	73.0
28	75.0
29	76.0
30	74.0
31	74.0
32	75.0
33	75.0
34	74.0
35	75.0
36	75.0
37	75.0
38	74.0
39	74.0
40	74.0
41	74.0
42	76.0
43	77.0
44	76.0
45	76.0
46	73.0
47	73.0
48	75.0
49	75.0
50	76.0
51	76.0
52	75.0
53	76.0
54	77.0
55	76.0
56	77.0
57	78.0
58	77.0
59	77.0
60	76.0
61	76.0
62	78.0
63	79.0
64	79.0
65	64.0
66	65.0
67	62.0
68	81.0
69	82.0
70	83.0
71	83.0
72	84.0
73	87.0
74	89.0
75	88.0
76	84.0
77	82.0
78	85.0
79	86.0
80	84.0
81	81.0
82	80.0
83	81.0
84	77.0
85	73.0
86	74.0
87	75.0
88	75.0
89	72.0
90	72.0
91	72.0
92	73.0
93	74.0
94	76.0
95	76.0
96	74.0
97	74.0
98	77.0
99	78.0
100	75.0
101	75.0
102	76.0
