4	71.0
5	76.0
6	72.0
7	75.0
8	74.0
9	76.0
10	76.0
11	75.0
12	75.0
13	75.0
14	75.0
15	75.0
16	75.0
17	77.0
18	76.0
19	74.0
20	74.0
21	74.0
22	74.0
23	75.0
24	75.0
25	75.0
26	75.0
27	75.0
28	75.0
29	75.0
30	75.0
31	76.0
32	77.0
33	76.0
34	76.0
35	74.0
36	74.0
37	76.0
38	77.0
39	76.0
40	76.0
41	77.0
42	76.0
43	76.0
44	77.0
45	75.0
46	73.0
47	74.0
48	75.0
49	75.0
50	77.0
51	76.0
52	74.0
53	76.0
54	78.0
55	78.0
56	77.0
57	77.0
58	77.0
59	77.0
60	77.0
61	78.0
62	80.0
63	76.0
64	73.0
65	75.0
66	77.0
67	76.0
68	75.0
69	59.0
70	60.0
71	58.0
72	58.0
73	58.0
74	59.0
75	60.0
76	61.0
77	64.0
78	68.0
79	70.0
80	72.0
81	72.0
82	73.0
83	75.0
84	77.0
85	80.0
86	80.0
87	83.0
88	86.0
89	85.0
90	85.0
91	89.0
92	91.0
93	91.0
94	88.0
95	92.0
96	93.0
97	93.0
98	89.0
99	88.0
100	84.0
101	84.0
102	84.0
